CodeMembre,Nom,Prenom,Rue,Ville,CodePostal,DateNaissance,Mail,Telephone,CompteTemps,habitantParc,nom_de_commerce,solde_ecu
9422,Brandt,Charlotte,2753 Rubiem Ct.,Burbank,77785,1956-01-25,NULL,123-555-9062,0,0,NULL,0
9423,Gill,Lisa,5703 Donald Dr.,Victoria,12224,1953-02-28,NULL,834-555-5755,0,0,NULL,0
9424,Weeks,Donna,4288 Hacienda,Novato,58740,1954-10-15,NULL,161-555-4505,0,0,NULL,0
9425,Mendelson,Donna,7492 Duckhorn Court,La Cruz,58340,1991-08-19,NULL,347-555-5743,0,0,NULL,0
9426,Price,Ramon,8988 Fairfield Ave.,Tixapan,46051,1984-02-11,NULL,597-555-3122,0,0,NULL,0
9427,Thompson,Peggy,5102 Sycamore Drive,Spring Valley,11813,1948-09-08,NULL,932-555-4387,0,0,NULL,0
9428,Payne,Edward,6852 Elderwood Drive,Torrance,64685,1960-11-24,NULL,305-555-9394,0,0,NULL,0
9429,Eddy,Nathan,3220 Liscome Way,Victoria,69315,1970-11-27,NULL,424-555-5629,0,0,NULL,0
9430,Cope,Aaron,7879 Mt. Etna Drive,Santa Cruz,88349,1968-03-16,NULL,958-555-3922,0,0,NULL,0
9431,Ashford,Susan,4502 Knewal Rd,Pomona,85433,1981-07-18,NULL,439-555-2444,0,0,NULL,0
9432,Coenen,Eulene,2071 Concord Blvd.,La Cruz,70629,1934-04-09,NULL,997-555-8365,0,0,NULL,0
9433,Retske,Mary,8947 Rio Grande Drive,Chula Vista,75832,1987-06-12,NULL,501-555-5515,0,0,NULL,0
9434,McIntyre,Philip,6771 Bundros Court,San Gabriel,57940,1933-10-08,NULL,420-555-4722,0,0,NULL,0
9435,Ehrler,Tammy,6557 Artnell Ct.,Tixapan,60054,1995-02-14,NULL,186-555-4158,0,0,NULL,0
9436,Schans,Margaret,4635 Patterson Court,San Francisco,50281,1946-12-24,NULL,128-555-1994,0,0,NULL,0
9437,Melton,Marion,4675 Pomar Way,Redmond,18558,1965-04-11,NULL,931-555-2239,0,0,NULL,0
9438,Stamison,Michael,3007 Hooftrail Way,Tixapan,12382,1985-06-04,NULL,236-555-2360,0,0,NULL,0
9439,Price,Charlotte,5957 Pacifica Ave.,Walla Walla,34676,1944-04-04,NULL,947-555-8053,0,0,NULL,0
9440,Bakkie,George,7198 Alvecedo,El Cajon,74733,1989-11-27,NULL,274-555-6803,0,0,NULL,0
9441,Kirby,Deanna,6337 Margo Drive,Santa Cruz,74333,1988-06-01,NULL,108-555-2125,0,0,NULL,0
9442,Barnes,Anthony,7832 Military East,San Jose,62044,1943-07-17,NULL,597-555-3161,0,0,NULL,0
9443,Soler,Justin,1292 Bola Raton Court,Merida,15132,1951-02-23,NULL,693-555-9768,0,0,NULL,0
9444,Brush,Beverly,5696 McFaul Drive,Ladner,80677,1995-12-09,NULL,966-555-5775,0,0,NULL,0
9445,Andrews,Michael,2065 Rosina Court,Concord,85307,1979-11-21,NULL,424-555-5668,0,0,NULL,0
9446,Bove,Mira,4068 St. George Court,Arcadia,53422,1939-11-07,NULL,720-555-9303,0,0,NULL,0
9447,Wells,Kimberly,3347 Quigley Street,Lebanon,75133,1984-12-06,NULL,201-555-7825,0,0,NULL,0
9448,Longo,Joe,8260 Klamath Woods Pl.,Woodburn,60329,1969-05-21,NULL,758-555-4746,0,0,NULL,0
9449,Addington,Helen,7792 Woodruff Lane,Burbank,96282,1996-06-05,NULL,852-555-2471,0,0,NULL,0
9450,Phillips,Kathleen,2960 Harvard Drive,Merida,47640,1962-04-14,NULL,533-555-7021,0,0,NULL,0
9451,Clark,Michael,2746 F Street,Everett,49755,1986-03-18,NULL,298-555-6456,0,0,NULL,0
9452,Draper,Maria,824 Gregory Drive,Edmonds,66273,1981-02-09,NULL,241-555-4292,0,0,NULL,0
9453,Sharp,Karma,864 Wee Donegal,Renton,34550,1982-05-19,NULL,929-555-2357,0,0,NULL,0
9454,Warner,Alice,1851 Pecan Pl.,Mill Valley,89938,1964-04-09,NULL,894-555-7821,0,0,NULL,0
9455,Cardinal,Myrtle,2146 Twin View Drive,Redmond,24376,1955-09-07,NULL,706-555-4513,0,0,NULL,0
9456,Andrade,David,3387 El Campo Ct.,Camacho,72218,1962-02-26,NULL,933-555-3264,0,0,NULL,0
9457,Puckett,Carol,6591 Cherokee Drive,Anacortes,69912,1993-04-25,NULL,106-555-2242,0,0,NULL,0
9458,Veregas,Thelma,8086 Cotati Ct.,Anacortes,83916,1992-05-22,NULL,356-555-8621,0,0,NULL,0
9459,Stout,Ron,4201 Logan Court,Milwaukie,23385,1962-07-25,NULL,452-555-6228,0,0,NULL,0
9460,York,Richard,5950 Coggins Drive,Tixapan,76257,1968-03-08,NULL,725-555-2235,0,0,NULL,0
9461,DAvignon,Barbara,2319 Hilltop Dr.,Puyallup,81802,1984-10-17,NULL,183-555-2128,0,0,NULL,0
9462,Baldwin,Anthony,6978 Lisa Lee Lane,San Andres,27214,1976-06-27,NULL,606-555-7161,0,0,NULL,0
9463,Burkhart,William,3601 Greenbush Drive,Redmond,97005,1995-06-08,NULL,986-555-5682,0,0,NULL,0
9464,Sloper,Raymond,8514 Bounty Way,Newton,82201,1954-10-04,NULL,883-555-6261,0,0,NULL,0
9465,Sturdevant,Chris,8046 H Street,Anacortes,19155,1931-05-01,NULL,387-555-3411,0,0,NULL,0
9466,Ulmer,Verna,3214 Apple Drive,Lincoln Acres,69512,1941-02-19,NULL,967-555-7961,0,0,NULL,0
9467,Trujillo,Ruth,3000 Wildcat Circle,Milwaukie,71627,1997-09-20,NULL,733-555-7397,0,0,NULL,0
9468,Byrd,Virgil,1078 Aloe Vera Road,Beaverton,88145,1954-04-08,NULL,675-555-5233,0,0,NULL,0
9469,Foster,Jeanette,3774 Napa Court,Olympia,30130,1987-03-15,NULL,464-555-3297,0,0,NULL,0
9470,Roberts,Suzy,2105 Freedom Ct.,Altadena,12811,1931-10-03,NULL,429-555-8761,0,0,NULL,0
9471,Thomas,Dorothy,6302 Pinewood Court,Los Angeles,46248,1956-09-07,NULL,240-555-5454,0,0,NULL,0
9472,Blalock,Richard,4887 Babbe Street,San Jose,67797,1995-09-23,NULL,467-555-4204,0,0,NULL,0
9473,Torres,Hazel,748 Whitehall Drive,Kirkland,67397,1930-11-03,NULL,541-555-3183,0,0,NULL,0
9474,Ardell,Joshua,2243 W St.,Shawnee,98293,1950-05-14,NULL,242-555-6479,0,0,NULL,0
9475,Mckinley,Vicky,5701 El Dorado,Westminster,64055,1963-07-25,NULL,338-555-4086,0,0,NULL,0
9476,Lessum,Michael,107 Woodside Court,Glendale,17928,1931-10-06,NULL,611-555-9093,0,0,NULL,0
9477,Brickell,Dee,3819 Clayton Way,Los Angeles,22558,1980-03-12,NULL,969-555-8986,0,0,NULL,0
9478,Betsekas,Saundra,8478 Eastgate Ave.,Oakland,41592,1946-09-03,NULL,603-555-7279,0,0,NULL,0
9479,Velasco,Marie,5101 Camino Peral,Downey,38676,1997-06-08,NULL,745-555-2143,0,0,NULL,0
9480,Madden,Herbert,2670 Trailview Circle,Merida,23872,1987-06-02,NULL,642-555-2721,0,0,NULL,0
9481,Barnes,L. Troy,9546 Cardinal Ct.,Lincoln Acres,59825,1997-09-23,NULL,146-555-8871,0,0,NULL,0
9482,Stewart,Eugene,7370 Mission Drive,Santa Monica,11183,1980-06-22,NULL,726-555-4421,0,0,NULL,0
9483,Blakely,Louella,7156 Rose Dr.,Metchosin,13298,1998-09-20,NULL,492-555-3857,0,0,NULL,0
9484,Brunelle,Sally,5234 Shirley Dr.,San Andres,35242,1988-11-05,NULL,434-555-1693,0,0,NULL,0
9485,Mermis,Sean,5274 Harvey Way,Ladner,70800,1982-07-10,NULL,222-555-8757,0,0,NULL,0
9486,Mickelsen,Jeff,3606 Bolton Circle,Pomona,53480,1970-03-06,NULL,188-555-5221,0,0,NULL,0
9487,Wallace,Jason,6556 Gilly Lane,Tacoma,60626,1967-03-09,NULL,350-555-7831,0,0,NULL,0
9488,Stewart,Joseph,7797 Richard Place,Chula Vista,94682,1960-10-08,NULL,577-555-6581,0,0,NULL,0
9489,Yunker,Cheryl,1002 N. Spoonwood Court,Berkeley,90682,1997-08-12,NULL,651-555-5560,0,0,NULL,0
9490,Byrd,Julian,2497 Hazel Drive,Berkeley,95778,1991-02-05,NULL,901-555-2939,0,0,NULL,0
9491,Spence,Necia,5955 Waterview Place,Salem,60215,1954-09-02,NULL,997-555-9546,0,0,NULL,0
9492,Tam,Taylor,361 Olivera Rd.,Haney,40380,1966-11-18,NULL,369-555-5553,0,0,NULL,0
9493,Wilmoth,Debra,6729 Mt. Washington,Burlingame,45010,1977-11-21,NULL,727-555-5446,0,0,NULL,0
9494,Pacheco,Kathleen,1389 Walters Way,Long Beach,64044,1987-06-21,NULL,362-555-3739,0,0,NULL,0
9495,Burns,Abraham,8011 McNutt Ave,Woodburn,34836,2000-11-22,NULL,743-555-2260,0,0,NULL,0
9496,Benoit,Christopher,2924 Michigan Blvd.,Oakland,20032,1952-07-14,NULL,401-555-8182,0,0,NULL,0
9497,Baker,Deanne,2457 Sierra St.,Issaquah,55985,1936-09-16,NULL,804-555-5332,0,0,NULL,0
9498,Spindler,Jennifer,7624 Crawford,Yakima,73432,1939-11-02,NULL,724-555-4539,0,0,NULL,0
9499,Gold,James,4592 Hill Drive,Santa Monica,94572,1931-02-08,NULL,599-555-6314,0,0,NULL,0
9500,Jensen,Kelly,2669 Clark Creek Rd.,Arcadia,25976,1965-04-01,NULL,541-555-4149,0,0,NULL,0
9501,Valle,Floyd,2710 Saddlehill Lane,Woodburn,93252,1991-08-03,NULL,330-555-2214,0,0,NULL,0
9502,Crump,Mary,3697 Leland Way,Fremont,49640,1993-02-10,NULL,295-555-7678,0,0,NULL,0
9503,Viars,Joseph,6647 Reva Dr,Spring Valley,83078,1964-03-21,NULL,345-555-8028,0,0,NULL,0
9504,Miller,J.,5232 Black Point Pl.,Salem,56282,1997-07-05,NULL,333-555-3121,0,0,NULL,0
9505,Hall,Frederick,8436 L St.,Lynnwood,52282,1996-02-07,NULL,407-555-2099,0,0,NULL,0
9506,Tilford,Mark,9932 San Carlos Ave.,Concord,91938,1952-03-23,NULL,657-555-8478,0,0,NULL,0
9507,Vincent,Hershel,6046 Flamingo Drive,Woodland Hills,49915,1960-09-01,NULL,753-555-6085,0,0,NULL,0
9508,Potter,Jean,7796 Adobe Drive,Metchosin,37882,1945-11-25,NULL,365-555-5750,0,0,NULL,0
9509,Fitts,Renee,4164 Whitehall Drive,Burbank,34710,1988-07-26,NULL,484-555-1985,0,0,NULL,0
9510,Woodson,Edna,8823 Fine Drive,Spokane,53744,1948-07-12,NULL,118-555-9278,0,0,NULL,0
9511,Summers,Thomas,5446 Via Estrella,Chula Vista,24537,1935-11-22,NULL,611-555-1059,0,0,NULL,0
9512,Bogart,Helen,360 Vista Way,Yakima,97322,1989-04-10,NULL,269-555-6981,0,0,NULL,0
9513,Montano,Herb,9891 Clayton Way,Renton,45685,1935-02-10,NULL,673-555-4131,0,0,NULL,0
9514,Rattan,Nichole,7715 Muth Drive,Guadalajara,96042,1982-03-04,NULL,592-555-3338,0,0,NULL,0
9515,Aquino,Matilda,7501 Sandy Cove Lane,Newport Beach,98157,1936-02-08,NULL,119-555-8116,0,0,NULL,0
9516,Tomlin,Julie,2923 Stanford Street,Woodland Hills,88383,1932-12-25,NULL,961-555-5952,0,0,NULL,0
9517,Bonal,Juanita,5619 Ida Drive,Sedro Woolley,56660,1990-12-24,NULL,750-555-4016,0,0,NULL,0
9518,Carson,J. Ryan,3951 Calle Verde Drive,Redwood City,39341,1972-11-14,NULL,715-555-9481,0,0,NULL,0
9519,Roberson,Kathryn,6901 Hamilton Avenue,Shawnee,72778,1955-04-25,NULL,765-555-9831,0,0,NULL,0
9520,Hanna,Barbara,8142 Ruth Drive,Fremont,94328,1962-08-17,NULL,753-555-4923,0,0,NULL,0
9521,Webb,G. Elaine,1347 Palisade Court,Torrance,93927,1935-02-27,NULL,827-555-3902,0,0,NULL,0
9522,Tuczai,Joseph,2842 Inverness Drive,Torrance,81638,1993-11-13,NULL,176-555-1281,0,0,NULL,0
9523,Rohlf,Beverly,6300 Woodbridge Way,San Carlos,98079,1963-03-16,NULL,863-555-8463,0,0,NULL,0
9524,Merrick,Sandra,706 Petarct,Port Orchard,51952,1980-12-10,NULL,475-555-8127,0,0,NULL,0
9525,Cary,Vanessa,7074 N. Spoonwood Court,Camacho,56582,1985-05-08,NULL,594-555-4363,0,0,NULL,0
9526,Sobotka,Linda,9077 Windsor Drive,Colma,75616,1989-04-03,NULL,228-555-2656,0,0,NULL,0
9527,Stober,Bill,8356 Mori Court,Burbank,46408,1996-01-26,NULL,609-555-1177,0,0,NULL,0
9528,Pisciotta,Hugh,3269 Fourth St.,Santa Monica,31604,1954-05-22,NULL,267-555-7098,0,0,NULL,0
9529,Bybee,Phillip,1393 Winterberry Ct.,La Jolla,93849,1932-11-20,NULL,671-555-4248,0,0,NULL,0
9530,White,Phyllis,9215 Hamilton Ave.,Lebanon,18915,1941-08-10,NULL,590-555-3456,0,0,NULL,0
9531,Fabec,Geraldine,9001 Esperanza,Redmond,21030,1997-04-11,NULL,117-555-8234,0,0,NULL,0
9532,Vaughn,Faye,7079 Green Leaf Drive,Portland,37548,1967-02-10,NULL,959-555-6070,0,0,NULL,0
9533,Oliver,Jacqueline,7119 Concord,La Mesa,58252,1987-09-07,NULL,747-555-4134,0,0,NULL,0
9534,Martin,Patricia,8107 Virginia Hills Dr.,Tacoma,87505,1931-05-21,NULL,952-555-4256,0,0,NULL,0
9535,Chew,Robert,8401 Carson Street,W. Linn,94650,1952-01-13,NULL,875-555-3208,0,0,NULL,0
9536,Byers,Samuel,9642 East L Street,Coronado,43493,1991-02-03,NULL,202-555-1959,0,0,NULL,0
9537,Haug,Dawn,2847 Center Ave,Daly City,16800,1996-03-09,NULL,937-555-6280,0,0,NULL,0
9538,Walker,Roberta,4343 Cook Street,Daly City,30803,1957-11-04,NULL,286-555-3658,0,0,NULL,0
9539,Secrest,Kathryn,457 Ryan Rd.,Grossmont,69272,1959-11-04,NULL,383-555-1265,0,0,NULL,0
9540,Frye,Frank,2206 Clear View Circle,Newport Beach,89682,1939-05-23,NULL,894-555-9930,0,0,NULL,0
9541,Staton,Julie,8574 Hidden Oak Ct.,Mill Valley,21606,1975-06-18,NULL,113-555-6165,0,0,NULL,0
9542,Micalec,Diane,3234 Royal Arch Court,Burlingame,40640,1942-01-09,NULL,648-555-4458,0,0,NULL,0
9543,Burnside,Tara,9856 Gonzalez Ct.,Kirkland,11432,1993-10-14,NULL,129-555-2980,0,0,NULL,0
9544,Bice,Eve,4770 Blue Jay Drive,Daly City,95626,1983-10-08,NULL,687-555-8901,0,0,NULL,0
9545,Craig,Barbara,4302 Oakleaf Ct.,Spring Valley,32580,1935-04-13,NULL,190-555-6051,0,0,NULL,0
9546,Davis,Mary Ann,9469 Mt. Hood Circle,Bellflower,82937,1976-09-01,NULL,110-555-5258,0,0,NULL,0
9547,Parfit,Dianne,9255 Westover Dr.,San Francisco,85052,1994-12-27,NULL,536-555-1037,0,0,NULL,0
9548,Cervantes,Subhi,7333 Alderwood Lane,Lynnwood,25724,1995-06-22,NULL,172-555-8368,0,0,NULL,0
9549,Hood,Beata,30 Sun View Terr.,Haney,69847,1990-02-27,NULL,860-555-6433,0,0,NULL,0
9550,Genchi,Tammy,8361 Flora Ave.,Downey,26236,1966-06-12,NULL,164-555-6554,0,0,NULL,0
9551,Singh,Kurt,1312 Skycrest Drive,La Mesa,59673,1963-07-15,NULL,876-555-3247,0,0,NULL,0
9552,Fries,Gia,9896 Walkim Court,Beverly Hills,81223,1964-04-02,NULL,203-555-1997,0,0,NULL,0
9553,Ellis,Ryan,3101 South Villa Way,Oak Bay,80822,1931-02-06,NULL,937-555-6318,0,0,NULL,0
9554,Scott,Josephine,4597 Sunshine Drive,Corvallis,68533,1994-06-25,NULL,287-555-3697,0,0,NULL,0
9555,Pencoff,Bob,711 Houston Ct.,Puyallup,34295,1970-05-06,NULL,622-555-4961,0,0,NULL,0
9556,Feeney,Joseph,2461 Stephine Way,Ballard,87167,1982-07-22,NULL,895-555-9968,0,0,NULL,0
9557,Rose, Jr.,,,WA,226-555-9626,NULL,77,0,0,NULL,0
9558,Woods,Dawn,9422 Rolando Avenue,Los Angeles,62801,1991-10-14,NULL,649-555-4497,0,0,NULL,0
9559,Cereghino,George,6045 Nightingale Drive,Orizaba,59886,1934-04-16,NULL,130-555-3018,0,0,NULL,0
9560,Wilks,Lee,3614 Golf Club Road,Vancouver,45081,1956-11-07,NULL,799-555-2200,0,0,NULL,0
9561,Brooks,Shelbi,491 Terrapin Court,N. Vancouver,81034,1940-02-10,NULL,303-555-8350,0,0,NULL,0
9562,Bergman,Dawn,8314 Elkwood Dr.,Acapulco,32392,1943-04-22,NULL,222-555-7557,0,0,NULL,0
9563,Cisneros,William,8100 Contra Loma Blvd.,Edmonds,34507,1935-06-02,NULL,888-555-6993,0,0,NULL,0
9564,Clark,David,6178 E. 87th Street,Puyallup,24734,1968-08-22,NULL,830-555-4828,0,0,NULL,0
9565,Iano,Logan,6218 Stephanie Way,Metchosin,92009,1995-12-24,NULL,380-555-8235,0,0,NULL,0
9566,Matson,Steven,4550 Morello Ave.,Santa Cruz,74690,1945-04-17,NULL,584-555-8357,0,0,NULL,0
9567,Thompson,Jose,7500 Sheffield Place,Issaquah,91282,1974-01-17,NULL,395-555-5050,0,0,NULL,0
9568,Nabholz,Jeffrey,8741 Clark Creek Lane,Downey,30678,1941-08-25,NULL,623-555-3800,0,0,NULL,0
9569,Agnew,John,1946 Bayside Way,Everett,30277,1952-05-10,NULL,457-555-8121,0,0,NULL,0
9570,Swanson,Scott,3441 Brandywine Way,Everett,17988,1977-06-27,NULL,946-555-9157,0,0,NULL,0
9571,Moore,Jay,6899 Pembroke Dr.,Oregon City,56457,1973-10-21,NULL,142-555-6764,0,0,NULL,0
9572,Bruce,Nick,1305 Black Point Pl.,Tlaxiaco,36622,1959-11-18,NULL,781-555-7826,0,0,NULL,0
9573,Benjoseph,Jennie,7673 Fawn Glen Circle,Orizaba,41252,1931-08-19,NULL,239-555-7719,0,0,NULL,0
9574,Zamora,Willie,9676 Hidden Lakes Court,La Cruz,52792,1962-07-05,NULL,534-555-2355,0,0,NULL,0
9575,Blake,Maryann,8955 Dumbarton Drive,Altadena,23584,1949-11-15,NULL,915-555-9876,0,0,NULL,0
9576,Campbell,Gwendolyn,3869 Adobe Dr.,Concord,87802,1933-04-03,NULL,573-555-6798,0,0,NULL,0
9577,Marshall,Rick,3401 Meadow Lane,Tlaxiaco,44733,1949-03-03,NULL,316-555-7605,0,0,NULL,0
9578,Underwood,Donovan,8568 Wellington Ct.,Corvallis,95090,1996-04-24,NULL,896-555-3155,0,0,NULL,0
9579,Story,Susan,8354 Sunset Meadows Ln.,El Cajon,97205,1950-03-27,NULL,662-555-2591,0,0,NULL,0
9580,Autobee,Jillian,6432 Vista Way,Redmond,14724,1946-01-18,NULL,604-555-9426,0,0,NULL,0
9581,Farley,Jessica,6472 Loveridge Circle,Coronado,82000,1934-01-17,NULL,392-555-7491,0,0,NULL,0
9582,Bernal,Michael,7459 D Apling Court,Marysville,38388,1986-12-07,NULL,358-555-3955,0,0,NULL,0
9583,Scott,Diane,7754 Lafayette Street,Kirkland,71826,1989-09-16,NULL,169-555-9648,0,0,NULL,0
9584,Jones,Robert,8995 Stanford St.,Corvallis,20668,1984-09-24,NULL,396-555-8398,0,0,NULL,0
9585,Young,Pam,2200 Rock Oak Road,Acapulco,92975,1939-06-20,NULL,581-555-9636,0,0,NULL,0
9586,Sowa,Michael,7597 San Vincente Drive,Acapulco,79792,1996-04-07,NULL,831-555-7015,0,0,NULL,0
9587,Baker,Scott,3712 Kirker Pass Road,Imperial Beach,46447,1966-07-09,NULL,928-555-4622,0,0,NULL,0
9588,Kubacki,Dorothy,5461 Camino Verde Ct.,Lakewood,99319,1984-05-04,NULL,300-555-9629,0,0,NULL,0
9589,Baumann,Carolyn,1830 Granada Drive,Richmond,31243,1988-09-02,NULL,658-555-9522,0,0,NULL,0
9590,Martinez,Jacqueline,6489 Kentucky Drive,Santa Cruz,50277,1993-08-23,NULL,954-555-4157,0,0,NULL,0
9591,Stevens,Ingrid,3111 First Ave.,West Covina,72038,1942-08-03,NULL,435-555-2679,0,0,NULL,0
9592,Garcia,Sheila,8024 Azores Court,La Cruz,57234,1958-09-16,NULL,332-555-3258,0,0,NULL,0
9593,Moore,Hudson,7557 Francine Court,Lemon Grove,93187,1948-07-24,NULL,735-555-9408,0,0,NULL,0
9594,Carl,Janet,2725 P St.,San Gabriel,44545,1945-01-04,NULL,416-555-4957,0,0,NULL,0
9595,Vanzwol,John,2511 Via Appia,Tixapan,46659,1943-11-16,NULL,181-555-4393,0,0,NULL,0
9596,Roberts,Dave,589 Woodcrest Drive,Santa Fe,63178,1971-06-04,NULL,124-555-2229,0,0,NULL,0
9597,Crump,Jaye,3285 Milburn Dr.,Richmond,51632,1933-05-11,NULL,502-555-9868,0,0,NULL,0
9598,Jarnagin,Leah,1616 East Leland,Bellflower,86842,1947-01-26,NULL,468-555-6332,0,0,NULL,0
9599,Gonzales,Doris,4566 Magnolia Ave.,San Diego,21281,1982-06-04,NULL,279-555-3025,0,0,NULL,0
9600,Thomas,Amy,3152 Torino Court,San Carlos,42830,1991-06-24,NULL,506-555-1775,0,0,NULL,0
9601,Wilmoth,Louis,9011 Santa Lucia Dr.,Beaverton,42430,1984-04-20,NULL,579-555-9754,0,0,NULL,0
9602,Wines,Daniel,508 Somerset Place,Beaverton,30141,1945-02-14,NULL,829-555-7132,0,0,NULL,0
9603,Murray,Claudia,3966 Bonifacio,Glendale,94901,1947-12-14,NULL,925-555-4740,0,0,NULL,0
9604,Walker,Lisa,8371 Shenandoah Drive,El Cajon,48774,1997-07-06,NULL,298-555-9747,0,0,NULL,0
9605,Kelley,Jackie,2084 Ahwanee Lane,Burien,53405,1976-10-12,NULL,656-555-9640,0,0,NULL,0
9606,Whilhite,Frances,6743 Blue Ridge Dr.,Santa Anita,72439,1942-06-04,NULL,291-555-7933,0,0,NULL,0
9607,Fisher,Stacy,3365 Wintergreen Court,Ballard,88446,1981-11-24,NULL,433-555-2797,0,0,NULL,0
9608,Abram,Mark,935 Rheem Drive,N. Vancouver,73642,1971-11-18,NULL,329-555-3375,0,0,NULL,0
9609,Moskal,Larrie,7811 Woodsworth Lane,Newton,10596,1993-05-23,NULL,853-555-2548,0,0,NULL,0
9610,Bancroft,Melody,5634 Haviland Place,Merida,60953,1964-10-11,NULL,534-555-7098,0,0,NULL,0
9611,Almanzor,Stefanie,5421 Morengo Ct.,Everett,63067,1994-05-21,NULL,299-555-6534,0,0,NULL,0
9612,Hudson,Ava,3498 Olive Ave.,Edmonds,53294,1984-07-06,NULL,242-555-4369,0,0,NULL,0
9613,Badiozzaman,Crystal,3539 Corte Poquito,Renton,21571,1978-04-10,NULL,930-555-2434,0,0,NULL,0
9614,Wansink,Betty,1870 Walnut Ave.,Mill Valley,42512,1954-07-22,NULL,895-555-7898,0,0,NULL,0
9615,Bolla,Dean,6853 Hacienda,Redmond,11397,1951-08-25,NULL,707-555-4591,0,0,NULL,0
9616,Thor,Elizabeth,8094 Roxbury Drive,Lakewood,59238,1964-08-23,NULL,934-555-3341,0,0,NULL,0
9617,Weihe,Christopher,1299 Oxford Place,Anacortes,58838,1931-06-27,NULL,107-555-2319,0,0,NULL,0
9618,Wingfield,David,2794 Huston Rd.,Anacortes,46549,1982-08-08,NULL,357-555-8698,0,0,NULL,0
9619,Minichelli,Donald,6252 Winding Lane,Milwaukie,85017,1958-06-16,NULL,453-555-6305,0,0,NULL,0
9620,Ace,John,658 Pecan Street,Acapulco,65182,1970-08-05,NULL,726-555-2312,0,0,NULL,0
9621,Johnson,John,7026 Norman Ave.,Long Beach,69813,1981-08-09,NULL,774-555-2780,0,0,NULL,0
9622,Barber,Clara,1686 Willow Drive,Burbank,88847,1979-11-24,NULL,409-555-1073,0,0,NULL,0
9623,Malanca,David,8307 Monument Blvd.,Burien,59639,1992-05-26,NULL,790-555-8594,0,0,NULL,0
9624,Massett,Carl,3221 Mt. Washington Way,Novato,95804,1944-02-17,NULL,447-555-5516,0,0,NULL,0
9625,Houser,Vivian,2754 Stanbridge Ct.,Merida,32758,1998-03-20,NULL,851-555-2666,0,0,NULL,0
9626,Zorovich,Kevin,7921 Detriot Ave.,Langley,83114,1943-08-16,NULL,771-555-1873,0,0,NULL,0
9627,Marti,Ruth,7707 Jemco Court,Lemon Grove,85229,1993-07-12,NULL,297-555-6651,0,0,NULL,0
9628,Passig,Dennis,5785 Lislin Ct.,Spring Valley,27492,1957-09-05,NULL,239-555-4487,0,0,NULL,0
9629,Burton,Mark,5825 Banyan Way,La Jolla,70025,1983-02-07,NULL,928-555-2551,0,0,NULL,0
9630,Mathias,David,6812 Semillon Circle,San Andres,26413,1933-05-27,NULL,893-555-8015,0,0,NULL,0
9631,Short,James,9762 Alvecedo,Spokane,59851,1962-02-27,NULL,944-555-8366,0,0,NULL,0
9632,Tepper,Christine,8348 Holiday Hill Dr.,Newton,81400,1937-10-22,NULL,932-555-3458,0,0,NULL,0
9633,Smith,Heather,1553 Fairfield Ave.,Burbank,81000,1936-04-24,NULL,217-555-4697,0,0,NULL,0
9634,Takemura,Nicholas,3048 Bayshore Rd.,Orizaba,68711,1977-10-21,NULL,467-555-2075,0,0,NULL,0
9635,Villalon,June,9162 Oak Street,San Jose,34472,1985-06-26,NULL,563-555-8683,0,0,NULL,0
9636,Westcott,Barbara,912 Fremont St.,Everett,87344,1959-04-12,NULL,175-555-8347,0,0,NULL,0
9637,Butler,Susan,7280 E. Leland Rd.,Tlaxiaco,19268,1932-12-13,NULL,294-555-4583,0,0,NULL,0
9638,Jones,Karen,1940 Nulty Drive,Lake Oswego,38302,1974-03-10,NULL,829-555-2876,0,0,NULL,0
9639,Sullivan,Shannon,8562 Cynthia Drive,Olympia,90942,1949-04-09,NULL,310-555-1397,0,0,NULL,0
9640,Chin,Sandra,3475 Deercreek Ln.,Burbank,85794,1933-08-24,NULL,867-555-7318,0,0,NULL,0
9641,Munsi,Patti,3008 Lolita Drive,Oakland,22748,1949-07-24,NULL,371-555-4468,0,0,NULL,0
9642,Clifton,Martha,831 Valley Crest Dr.,Bremerton,73105,1996-08-18,NULL,290-555-3676,0,0,NULL,0
9643,Boyce,Charles,618 Bentley Ct.,Salem,75220,1950-07-21,NULL,717-555-8454,0,0,NULL,0
9644,Clark,Jeffrey,9940 Meier Road,Hidalgo,65446,1946-05-12,NULL,659-555-6290,0,0,NULL,0
9645,Aiello,Alesia,2637 Broadway St.,Victoria,33723,1934-05-11,NULL,138-555-4929,0,0,NULL,0
9646,Aplanalp,Lorraine,969 Stanley Dollar Dr.,Sedro Woolley,16404,1986-05-01,NULL,103-555-1393,0,0,NULL,0
9647,Teeples,Matthew,3919 Bayview Circle,Colma,49841,1989-02-10,NULL,154-555-1743,0,0,NULL,0
9648,Vine,Cathy,5160 La Vista Circle,Woodburn,71391,1996-05-02,NULL,142-555-5836,0,0,NULL,0
9649,Viggiano,James,8364 Gold Crest Ct.,Burnaby,70990,1957-07-28,NULL,215-555-4815,0,0,NULL,0
9650,Carter,Richard,9860 Brookview Drive,Burnaby,58701,1944-05-15,NULL,465-555-2193,0,0,NULL,0
9651,Bolles,Kenneth,3319 Pimlico Drive,Bellingham,24463,1978-11-02,NULL,561-555-8800,0,0,NULL,0
9652,Wightman,Harvey,7724 Hale Court,Palo Alto,77335,1983-06-13,NULL,173-555-8465,0,0,NULL,0
